HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Ensembl ID(supplied by Ensembl)
HGNC:24928	VPS37A	VPS37A, ESCRT-I subunit	PQBP2	FLJ32642, HCRP1, SPG53	ENSG00000155975
HGNC:25754	VPS37B	VPS37B, ESCRT-I subunit		FLJ12750	ENSG00000139722
HGNC:26097	VPS37C	VPS37C, ESCRT-I subunit		FLJ20847	ENSG00000167987
HGNC:18287	VPS37D	VPS37D, ESCRT-I subunit	WBSCR24	MGC35352	ENSG00000176428
HGNC:20593	VPS39	VPS39, HOPS complex subunit		KIAA0770, VAM6	ENSG00000166887
HGNC:12713	VPS41	VPS41, HOPS complex subunit		HVSP41	ENSG00000006715
HGNC:14579	VPS45	vacuolar protein sorting 45 homolog	VPS45B, VPS45A	h-vps45, H1	ENSG00000136631
HGNC:25956	VPS50	VPS50, EARP/GARPII complex subunit	CCDC132	KIAA1861, FLJ20097, DKFZp313I2429, VPS54L	ENSG00000004766
HGNC:1172	VPS51	VPS51, GARP complex subunit	C11orf3, C11orf2	ANG2, ANG3, FFR	ENSG00000149823
HGNC:10518	VPS52	VPS52, GARP complex subunit	SACM2L	ARE1	ENSG00000223501
HGNC:25608	VPS53	VPS53, GARP complex subunit		FLJ10979, HCCS1	ENSG00000141252
HGNC:18652	VPS54	VPS54, GARP complex subunit		HCC8, PPP1R164	ENSG00000143952
HGNC:11644	VPS72	vacuolar protein sorting 72 homolog	TCFL1	YL-1, YL1, Swc2	ENSG00000163159
HGNC:12718	VRK1	vaccinia related kinase 1			ENSG00000100749
HGNC:12719	VRK2	vaccinia related kinase 2			ENSG00000028116
HGNC:18996	VRK3	vaccinia related kinase 3			ENSG00000105053
HGNC:20223	VRTN	vertebrae development associated	C14orf115	FLJ10811, vertnin	ENSG00000133980
HGNC:28675	VSIG1	V-set and immunoglobulin domain containing 1		MGC44287	ENSG00000101842
HGNC:17149	VSIG2	V-set and immunoglobulin domain containing 2		CTXL, CTH	ENSG00000019102
HGNC:17032	VSIG4	V-set and immunoglobulin domain containing 4		Z39IG	ENSG00000155659
HGNC:32063	VSIG8	V-set and immunoglobulin domain containing 8			ENSG00000243284
HGNC:26078	VSIG10	V-set and immunoglobulin domain containing 10			ENSG00000176834
HGNC:27111	VSIG10L	V-set and immunoglobulin domain containing 10 like			ENSG00000186806
HGNC:27879	VSIG10L2	V-set and immunoglobulin domain containing 10 like 2			ENSG00000283703
HGNC:30085	VSIR	V-set immunoregulatory receptor	C10orf54	SISP1, GI24, B7-H5, B7H5, VISTA, PD-1H	ENSG00000107738
HGNC:12722	VSNL1	visinin like 1		VILIP, HPCAL3, HUVISL1, HLP3, VILIP-1	ENSG00000163032
HGNC:29455	VSTM1	V-set and transmembrane domain containing 1		UNQ3033	ENSG00000189068
HGNC:28499	VSTM2A	V-set and transmembrane domain containing 2A	VSTM2	MGC33530	ENSG00000170419
HGNC:33595	VSTM2B	V-set and transmembrane domain containing 2B			ENSG00000187135
HGNC:16096	VSTM2L	V-set and transmembrane domain containing 2 like	C20orf102	dJ1118M15.2	ENSG00000132821
HGNC:26470	VSTM4	V-set and transmembrane domain containing 4	C10orf72	FLJ31737	ENSG00000165633
HGNC:34443	VSTM5	V-set and transmembrane domain containing 5	C11orf90	LOC387804	ENSG00000214376
HGNC:12723	VSX1	visual system homeobox 1	PPCD	PPD, PPCD1	ENSG00000100987
HGNC:1975	VSX2	visual system homeobox 2	HOX10, CHX10	RET1	ENSG00000119614
HGNC:20954	VTA1	vesicle trafficking 1	C6orf55	HSPC228, My012	ENSG00000009844
HGNC:28873	VTCN1	V-set domain containing T cell activation inhibitor 1		B7-H4, FLJ22418, B7S1, B7X, B7H4	ENSG00000134258
HGNC:17792	VTI1A	vesicle transport through interaction with t-SNAREs 1A		MVti1, Vti1a, Vti1-rp2	ENSG00000151532
HGNC:17793	VTI1B	vesicle transport through interaction with t-SNAREs 1B		VTI2	ENSG00000100568
HGNC:12724	VTN	vitronectin		VN	ENSG00000109072
HGNC:30910	VWA1	von Willebrand factor A domain containing 1		FLJ22215, VWA-1, WARP	ENSG00000179403
HGNC:24709	VWA2	von Willebrand factor A domain containing 2		FLJ45857, FLJ16213, CCSP-2, AMACO, NET42	ENSG00000165816
HGNC:27088	VWA3A	von Willebrand factor A domain containing 3A		FLJ46765, FLJ40941	ENSG00000175267
HGNC:28385	VWA3B	von Willebrand factor A domain containing 3B		DKFZp686F2227, MGC26733	ENSG00000168658
HGNC:6658	VWA5A	von Willebrand factor A domain containing 5A	LOH11CR2A	BCSC-1	ENSG00000110002
HGNC:26538	VWA5B1	von Willebrand factor A domain containing 5B1		FLJ32784	ENSG00000158816
HGNC:25144	VWA5B2	von Willebrand factor A domain containing 5B2		DKFZp761K032, LOC90113	ENSG00000145198
HGNC:13939	VWA7	von Willebrand factor A domain containing 7	C6orf27	G7c, NG37	ENSG00000204396
HGNC:29071	VWA8	von Willebrand factor A domain containing 8	KIAA0564		ENSG00000102763
HGNC:30200	VWC2	von Willebrand factor C domain containing 2		PSST739, UNQ739	ENSG00000188730
HGNC:37203	VWC2L	von Willebrand factor C domain containing protein 2 like			ENSG00000174453
HGNC:26487	VWCE	von Willebrand factor C and EGF domains		URG11, FLJ32009, VWC1	ENSG00000167992
HGNC:21897	VWDE	von Willebrand factor D and EGF domains		FLJ14712	ENSG00000146530
HGNC:12726	VWF	von Willebrand factor	F8VWF		ENSG00000110799
HGNC:28498	VXN	vexin	C8orf46	MGC33510	ENSG00000169085
HGNC:17327	WAC	WW domain containing adaptor with coiled-coil		Wwp4, FLJ31290, PRO1741, BM-016, MGC10753	ENSG00000095787
HGNC:23293	WAPL	WAPL cohesin release factor	KIAA0261, WAPAL	FOE	ENSG00000062650
HGNC:12729	WARS	tryptophanyl-tRNA synthetase	IFI53	IFP53	ENSG00000140105
HGNC:12730	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial		TrpRS	ENSG00000116874
HGNC:12731	WAS	Wiskott-Aldrich syndrome	IMD2, THC	WASP, WASPA	ENSG00000015285
HGNC:12732	WASF1	WAS protein family member 1		WAVE1, SCAR1, KIAA0269, WAVE	ENSG00000112290
HGNC:12733	WASF2	WAS protein family member 2		WAVE2, SCAR2	ENSG00000158195
HGNC:12734	WASF3	WAS protein family member 3		WAVE3, SCAR3, KIAA0900	ENSG00000132970
HGNC:24361	WASHC1	WASH complex subunit 1	FAM39E, WASH1	FLJ00038	ENSG00000181404
HGNC:23416	WASHC2A	WASH complex subunit 2A	FAM21B, FAM21A	bA56A21.1, bA98I6.1, FLJ10824	ENSG00000099290
HGNC:23414	WASHC2C	WASH complex subunit 2C	FAM21C	Em:AC012044.3, KIAA0592	ENSG00000172661
HGNC:24256	WASHC3	WASH complex subunit 3	CCDC53	CGI-116	ENSG00000120860
HGNC:29174	WASHC4	WASH complex subunit 4	KIAA1033	SWIP	ENSG00000136051
HGNC:28984	WASHC5	WASH complex subunit 5	SPG8, KIAA0196		ENSG00000164961
HGNC:12735	WASL	Wiskott-Aldrich syndrome like		N-WASP, NWASP, WASPB	ENSG00000106299
HGNC:12737	WBP1	WW domain binding protein 1		WBP-1	ENSG00000239779
HGNC:23510	WBP1L	WW domain binding protein 1 like	C10orf26	FLJ20154, OPAL1	ENSG00000166272
HGNC:12738	WBP2	WW domain binding protein 2		WBP-2, GRAMD6	ENSG00000132471
HGNC:28389	WBP2NL	WBP2 N-terminal like		FLJ26145, MGC26816, PAWP, GRAMD7	ENSG00000183066
HGNC:12739	WBP4	WW domain binding protein 4		FBP21, MGC117310	ENSG00000120688
HGNC:16461	WBP11	WW domain binding protein 11		NPWBP, SIPP1, PPP1R165	ENSG00000084463
HGNC:26157	WDCP	WD repeat and coiled coil containing	C2orf44	FLJ21945	ENSG00000163026
HGNC:20451	WDFY1	WD repeat and FYVE domain containing 1		KIAA1435, FENS-1, WDF1, ZFYVE17	ENSG00000085449
HGNC:20482	WDFY2	WD repeat and FYVE domain containing 2		ZFYVE22	ENSG00000139668
HGNC:20751	WDFY3	WD repeat and FYVE domain containing 3		KIAA0993, ALFY, ZFYVE25	ENSG00000163625
HGNC:29323	WDFY4	WDFY family member 4	C10orf64	KIAA1607, Em:AC060234.3, FLJ45748	ENSG00000128815
HGNC:23170	WDHD1	WD repeat and HMG-box DNA binding protein 1		AND-1, CTF4, CHTF4	ENSG00000198554
HGNC:28027	WDPCP	WD repeat containing planar cell polarity effector	C2orf86	hFrtz, fritz, BBS15, CPLANE5	ENSG00000143951
HGNC:12754	WDR1	WD repeat domain 1			ENSG00000071127
HGNC:12755	WDR3	WD repeat domain 3		FLJ12796, UTP12, DIP2	ENSG00000065183
HGNC:12756	WDR4	WD repeat domain 4		TRM82, TRMT82	ENSG00000160193
HGNC:12757	WDR5	WD repeat domain 5		SWD3, CFAP89	ENSG00000196363
HGNC:17826	WDR5B	WD repeat domain 5B		FLJ11287	ENSG00000196981
HGNC:12758	WDR6	WD repeat domain 6			ENSG00000178252
HGNC:13490	WDR7	WD repeat domain 7		KIAA0541, TRAG	ENSG00000091157
HGNC:13831	WDR11	WD repeat domain 11	BRWD2	KIAA1351, FLJ10506, WDR15, HH14, DR11, SRI1	ENSG00000120008
HGNC:14098	WDR12	WD repeat domain 12		YTM1, FLJ10881	ENSG00000138442
HGNC:14352	WDR13	WD repeat domain 13			ENSG00000101940
HGNC:16661	WDR17	WD repeat domain 17			ENSG00000150627
HGNC:17956	WDR18	WD repeat domain 18		Ipi3	ENSG00000065268
HGNC:18340	WDR19	WD repeat domain 19		Pwdmp, KIAA1638, FLJ23127, ORF26, DYF-2, Oseg6, IFT144, NPHP13	ENSG00000157796
HGNC:19667	WDR20	WD repeat domain 20		DMR, MGC33177, FLJ33659	ENSG00000140153
HGNC:20852	WDR24	WD repeat domain 24	C16orf21	DKFZp434F054, JFP7	ENSG00000127580
HGNC:21064	WDR25	WD repeat domain 25	C14orf67	MGC4645	ENSG00000176473
HGNC:21208	WDR26	WD repeat domain 26		FLJ21016, GID7	ENSG00000162923
HGNC:21248	WDR27	WD repeat domain 27		MGC43690	ENSG00000184465
HGNC:21421	WDR31	WD repeat domain 31		FLJ35921	ENSG00000148225
HGNC:25651	WDR33	WD repeat domain 33		FLJ11294, WDC146, NET14	ENSG00000136709
HGNC:28296	WDR34	WD repeat domain 34		DIC5, MGC20486, bA216B9.3, FAP133	ENSG00000119333
HGNC:29250	WDR35	WD repeat domain 35		MGC33196, KIAA1336, IFT121, IFTA1	ENSG00000118965
HGNC:30696	WDR36	WD repeat domain 36	GLC1G	TA-WDRP, UTP21	ENSG00000134987
HGNC:31406	WDR37	WD repeat domain 37		KIAA0982	ENSG00000047056
HGNC:23745	WDR38	WD repeat domain 38			ENSG00000136918
HGNC:25601	WDR41	WD repeat domain 41		FLJ10904	ENSG00000164253
HGNC:28945	WDR43	WD repeat domain 43		KIAA0007, NET12, UTP5	ENSG00000163811
HGNC:30512	WDR44	WD repeat domain 44		DKFZp686L20145, RPH11, RAB11BP, SYM-4	ENSG00000131725
HGNC:28912	WDR45	WD repeat domain 45	WDRX1	JM5, WIPI4, NBIA5	ENSG00000196998
HGNC:25072	WDR45B	WD repeat domain 45B	WDR45L	WIPI3	ENSG00000141580
HGNC:13923	WDR46	WD repeat domain 46	C6orf11	BING4, UTP7	ENSG00000227057
HGNC:29141	WDR47	WD repeat domain 47		KIAA0893	ENSG00000085433
HGNC:30914	WDR48	WD repeat domain 48		KIAA1449, P80, SPG60	ENSG00000114742
HGNC:26587	WDR49	WD repeat domain 49		FLJ33620	ENSG00000174776
HGNC:28786	WDR53	WD repeat domain 53		MGC64882, MGC12928	ENSG00000185798
HGNC:25770	WDR54	WD repeat domain 54		FLJ12953	ENSG00000005448
HGNC:25971	WDR55	WD repeat domain 55		FLJ20195, FLJ21702	ENSG00000120314
HGNC:25706	WDR59	WD repeat domain 59		FLJ12270	ENSG00000103091
HGNC:21862	WDR60	WD repeat domain 60		FLJ10300, FAP163	ENSG00000126870
HGNC:30300	WDR61	WD repeat domain 61		REC14	ENSG00000140395
HGNC:24502	WDR62	WD repeat domain 62	C19orf14, MCPH2	DKFZP434J046, FLJ33298	ENSG00000075702
HGNC:30711	WDR63	WD repeat domain 63		DIC3, FLJ30067, NYD-SP29	ENSG00000162643
HGNC:26570	WDR64	WD repeat domain 64		FLJ32978	ENSG00000162843
HGNC:28506	WDR66	WD repeat domain 66		MGC33630, CaM-IP4	ENSG00000158023
HGNC:25495	WDR70	WD repeat domain 70		FLJ10233	ENSG00000082068
HGNC:26790	WDR72	WD repeat domain 72		FLJ38736	ENSG00000166415
HGNC:25928	WDR73	WD repeat domain 73		FLJ14888, HSPC264	ENSG00000177082
HGNC:25529	WDR74	WD repeat domain 74		FLJ10439	ENSG00000133316
HGNC:25725	WDR75	WD repeat domain 75		FLJ12519, NET16, UTP17	ENSG00000115368
HGNC:25773	WDR76	WD repeat domain 76		FLJ12973	ENSG00000092470
HGNC:29652	WDR77	WD repeat domain 77		MEP50, p44	ENSG00000116455
HGNC:26252	WDR78	WD repeat domain 78		DIC4, FLJ23129	ENSG00000152763
HGNC:26600	WDR81	WD repeat domain 81		FLJ33817, PPP1R166, CAMRQ2, SORF-2	ENSG00000167716
HGNC:28826	WDR82	WD repeat domain 82	TMEM113	PRO2730, MST107, MSTP107, PRO34047, WDR82A, SWD2	ENSG00000164091
HGNC:32672	WDR83	WD repeat domain 83		MORG1	ENSG00000123154
HGNC:30203	WDR83OS	WD repeat domain 83 opposite strand	C19orf56	PTD008	ENSG00000105583
HGNC:28020	WDR86	WD repeat domain 86			ENSG00000187260
HGNC:29934	WDR87	WD repeat domain 87		NYD-SP11	ENSG00000171804
HGNC:26999	WDR88	WD repeat domain 88	PQWD		ENSG00000166359
HGNC:20489	WDR89	WD repeat domain 89	C14orf150	MGC9907	ENSG00000140006
HGNC:26960	WDR90	WD repeat domain 90	C16orf17, C16orf15, C16orf16, C16orf19, C16orf18	FLJ36483, KIAA1924	ENSG00000161996
HGNC:24997	WDR91	WD repeat domain 91		HSPC049, SORF-1	ENSG00000105875
HGNC:25176	WDR92	WD repeat domain 92		FLJ31741, Monad	ENSG00000243667
HGNC:26924	WDR93	WD repeat domain 93			ENSG00000140527
HGNC:26959	WDR97	WD repeat domain 97	KIAA1875		ENSG00000179698
HGNC:26697	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	WDSAM1	UBOX6, FLJ36175	ENSG00000196151
HGNC:29175	WDTC1	WD and tetratricopeptide repeats 1		KIAA1037, ADP, DCAF9	ENSG00000142784
HGNC:25490	WDYHV1	WDYHV motif containing 1	C8orf32	FLJ10204	ENSG00000156795
HGNC:12761	WEE1	WEE1 G2 checkpoint kinase		WEE1A	ENSG00000166483
HGNC:19684	WEE2	WEE1 homolog 2		FLJ16107	ENSG00000214102
HGNC:15466	WFDC1	WAP four-disulfide core domain 1		PS20	ENSG00000103175
HGNC:15939	WFDC2	WAP four-disulfide core domain 2		HE4, WAP5, dJ461P17.6, EDDM4	ENSG00000101443
HGNC:15957	WFDC3	WAP four-disulfide core domain 3		dJ447F3.3, WAP14	ENSG00000124116
HGNC:20477	WFDC5	WAP four-disulfide core domain 5		WAP1, dJ211D12.5	ENSG00000175121
HGNC:16164	WFDC6	WAP four-disulfide core domain 6	C20orf171	dJ461P17.11, WAP6	ENSG00000243543
HGNC:16163	WFDC8	WAP four-disulfide core domain 8	C20orf170	dJ461P17.1, WAP8	ENSG00000158901
HGNC:20380	WFDC9	WAP four-disulfide core domain 9		WAP9, dJ688G8.2	ENSG00000180205
HGNC:16139	WFDC10A	WAP four-disulfide core domain 10A	C20orf146	dJ688G8.3, WAP10	ENSG00000180305
HGNC:20479	WFDC10B	WAP four-disulfide core domain 10B		WAP12	ENSG00000182931
HGNC:20478	WFDC11	WAP four-disulfide core domain 11		WAP11	ENSG00000180083
HGNC:16115	WFDC12	WAP four-disulfide core domain 12	C20orf122	dJ211D12.4, WAP2	ENSG00000168703
HGNC:16131	WFDC13	WAP four-disulfide core domain 13	C20orf138	dJ601O1.3, WAP13	ENSG00000168634
HGNC:30912	WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	C16orf12	RJD2, WFIKKN, WFDC20A	ENSG00000127578
HGNC:30916	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2		WFIKKNRP, WFDC20B	ENSG00000173714
HGNC:12762	WFS1	wolframin ER transmembrane glycoprotein	DFNA6, DFNA14, DFNA38	DIDMOAD, WFS	ENSG00000109501
HGNC:30493	WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules	WHDC1	KIAA1971, WHAMM1	ENSG00000156232
HGNC:16361	WHRN	whirlin	DFNB31	CIP98, USH2D, PDZD7B	ENSG00000095397
HGNC:18081	WIF1	WNT inhibitory factor 1			ENSG00000156076
HGNC:12736	WIPF1	WAS/WASL interacting protein family member 1	WASPIP	WIP	ENSG00000115935
HGNC:30923	WIPF2	WAS/WASL interacting protein family member 2		WICH, WIRE	ENSG00000171475
HGNC:22004	WIPF3	WAS/WASL interacting protein family member 3		CR16, FLJ36931	ENSG00000122574
HGNC:25471	WIPI1	WD repeat domain, phosphoinositide interacting 1		FLJ10055, WIPI49, ATG18, ATG18A	ENSG00000070540
HGNC:32225	WIPI2	WD repeat domain, phosphoinositide interacting 2		ATG21, CGI-50, FLJ12979, FLJ14217, FLJ42984, DKFZP434J154, DKFZp686P02188, ATG18B	ENSG00000157954
HGNC:12769	WISP1	WNT1 inducible signaling pathway protein 1	WISP1-OT1, WISP1-UT1	CCN4, WISP-1	ENSG00000104415
HGNC:12770	WISP2	WNT1 inducible signaling pathway protein 2		CT58, CTGF-L, CCN5	ENSG00000064205
HGNC:12771	WISP3	WNT1 inducible signaling pathway protein 3		CCN6	ENSG00000112761
HGNC:30917	WIZ	widely interspaced zinc finger motifs		ZNF803	ENSG00000011451
HGNC:30238	WLS	wntless Wnt ligand secretion mediator	C1orf139, GPR177	FLJ23091, MRP, wls, EVI, mig-14	ENSG00000116729
HGNC:14540	WNK1	WNK lysine deficient protein kinase 1	PRKWNK1, HSN2	HSAN2, PPP1R167	ENSG00000060237
HGNC:14542	WNK2	WNK lysine deficient protein kinase 2	SDCCAG43, PRKWNK2	NY-CO-43, KIAA1760	ENSG00000165238
HGNC:14543	WNK3	WNK lysine deficient protein kinase 3	PRKWNK3		ENSG00000196632
HGNC:14544	WNK4	WNK lysine deficient protein kinase 4	PRKWNK4		ENSG00000126562
HGNC:12774	WNT1	Wnt family member 1	INT1		ENSG00000125084
HGNC:12780	WNT2	Wnt family member 2	INT1L1	IRP	ENSG00000105989
HGNC:12781	WNT2B	Wnt family member 2B	WNT13	XWNT2	ENSG00000134245
HGNC:12782	WNT3	Wnt family member 3	INT4	MGC131950, MGC138321, MGC138323	ENSG00000108379
HGNC:15983	WNT3A	Wnt family member 3A			ENSG00000154342
HGNC:12783	WNT4	Wnt family member 4		WNT-4	ENSG00000162552
HGNC:12784	WNT5A	Wnt family member 5A		hWNT5A	ENSG00000114251
HGNC:16265	WNT5B	Wnt family member 5B			ENSG00000111186
HGNC:12785	WNT6	Wnt family member 6			ENSG00000115596
HGNC:12786	WNT7A	Wnt family member 7A			ENSG00000154764
HGNC:12787	WNT7B	Wnt family member 7B			ENSG00000188064
HGNC:12788	WNT8A	Wnt family member 8A		WNT8D	ENSG00000061492
HGNC:12789	WNT8B	Wnt family member 8B			ENSG00000075290
HGNC:12778	WNT9A	Wnt family member 9A	WNT14		ENSG00000143816
HGNC:12779	WNT9B	Wnt family member 9B	WNT15	WNT14B	ENSG00000158955
HGNC:13829	WNT10A	Wnt family member 10A			ENSG00000135925
HGNC:12775	WNT10B	Wnt family member 10B		WNT-12, SHFM6	ENSG00000169884
HGNC:12776	WNT11	Wnt family member 11			ENSG00000085741
HGNC:16267	WNT16	Wnt family member 16			ENSG00000002745
HGNC:25522	WRAP53	WD repeat containing antisense to TP53	WDR79	FLJ10385, TCAB1	ENSG00000141499
HGNC:12759	WRAP73	WD repeat containing, antisense to TP73	WDR8		ENSG00000116213
HGNC:12790	WRB	tryptophan rich basic protein		CHD5, GET1	ENSG00000182093
HGNC:12791	WRN	Werner syndrome RecQ like helicase		RECQL2, RECQ3	ENSG00000165392
HGNC:20876	WRNIP1	Werner helicase interacting protein 1		WHIP, FLJ22526, bA420G6.2	ENSG00000124535
HGNC:19221	WSB1	WD repeat and SOCS box containing 1		DKFZp564A122, DKFZp564B0482, SWIP1	ENSG00000109046
HGNC:19222	WSB2	WD repeat and SOCS box containing 2		SBA2, MGC10210	ENSG00000176871
HGNC:29060	WSCD1	WSC domain containing 1		KIAA0523	ENSG00000179314
HGNC:29117	WSCD2	WSC domain containing 2		KIAA0789	ENSG00000075035
HGNC:12796	WT1	Wilms tumor 1	GUD	WAGR, WIT-2, AWT1, NPHS4	ENSG00000184937
HGNC:16846	WTAP	WT1 associated protein		KIAA0105, MGC3925, Mum2	ENSG00000146457
HGNC:20964	WTIP	WT1 interacting protein			ENSG00000142279
HGNC:29435	WWC1	WW and C2 domain containing 1		KIBRA, KIAA0869, PPP1R168	ENSG00000113645
HGNC:24148	WWC2	WW and C2 domain containing 2		BOMB, FLJ22029	ENSG00000151718
HGNC:29237	WWC3	WWC family member 3		KIAA1280, BM042	ENSG00000047644
HGNC:12799	WWOX	WW domain containing oxidoreductase		FOR, WOX1, SDR41C1	ENSG00000186153
HGNC:17004	WWP1	WW domain containing E3 ubiquitin protein ligase 1		AIP5, DKFZP434D2111	ENSG00000123124
HGNC:16804	WWP2	WW domain containing E3 ubiquitin protein ligase 2		AIP2	ENSG00000198373
HGNC:24042	WWTR1	WW domain containing transcription regulator 1		TAZ, DKFZp586I1419	ENSG00000018408
HGNC:14089	XAB2	XPA binding protein 2		HCNP, HCRN, SYF1, NTC90	ENSG00000076924
HGNC:30932	XAF1	XIAP associated factor 1		BIRC4BP, XIAPAF1, HSXIAPAF1	ENSG00000132530
HGNC:4111	XAGE1A	X antigen family member 1A	GAGED2, XAGE1	XAGE-1, CT12.1a	ENSG00000204379
HGNC:25400	XAGE1B	X antigen family member 1B		CT12.1b	ENSG00000204382
HGNC:30679	XAGE1C	X antigen family member 1C		CT12.1c	
HGNC:21508	XAGE1D	X antigen family member 1D		CT12.1d	
HGNC:18372	XAGE1E	X antigen family member 1E			
HGNC:4112	XAGE2	X antigen family member 2	GAGED3, XAGE2B	XAGE-2, CT12.2	ENSG00000155622
HGNC:14618	XAGE3	X antigen family member 3	PLAC6, GAGED4	XAGE-3, pp9012, CT12.3a, CT12.3b	ENSG00000171402
HGNC:30930	XAGE5	X antigen family member 5	GAGED5	XAGE-5, CT12.5	ENSG00000171405
HGNC:12801	XBP1	X-box binding protein 1	XBP2		ENSG00000100219
HGNC:10645	XCL1	X-C motif chemokine ligand 1	LTN, SCYC1	LPTN, ATAC, SCM-1a, SCM-1	ENSG00000143184
HGNC:10646	XCL2	X-C motif chemokine ligand 2	SCYC2	SCM-1b	ENSG00000143185
HGNC:1625	XCR1	X-C motif chemokine receptor 1	GPR5, CCXCR1		ENSG00000173578
HGNC:12805	XDH	xanthine dehydrogenase		XOR, XO	ENSG00000158125
HGNC:12806	XG	Xg glycoprotein (Xg blood group)	PBDX		ENSG00000124343
HGNC:592	XIAP	X-linked inhibitor of apoptosis	API3, BIRC4	hILP	ENSG00000101966
HGNC:14301	XIRP1	xin actin binding repeat containing 1	CMYA1	DKFZp451D042, Xin	ENSG00000168334
HGNC:14303	XIRP2	xin actin binding repeat containing 2	CMYA3		ENSG00000163092
HGNC:12811	XK	X-linked Kx blood group	NA, NAC	XKR1, Kx, X1k	ENSG00000047597
HGNC:28778	XKR3	XK related 3		MGC57211, XTES	ENSG00000172967
HGNC:29394	XKR4	XK related 4		KIAA1889	ENSG00000206579
HGNC:20782	XKR5	XK related 5			ENSG00000275591
HGNC:27806	XKR6	XK related 6	C8orf7, C8orf21, C8orf5		ENSG00000171044
HGNC:23062	XKR7	XK related 7	C20orf159	dJ310O13.4	ENSG00000260903
HGNC:25508	XKR8	XK related 8		FLJ10307	ENSG00000158156
HGNC:20937	XKR9	XK related 9			ENSG00000221947
HGNC:29845	XKRX	XK related X-linked		XPLAC, XKR2	ENSG00000182489
HGNC:12814	XPA	XPA, DNA damage recognition and repair factor		XPAC, XP1	ENSG00000136936
HGNC:12816	XPC	XPC complex subunit, DNA damage recognition and repair factor		XPCC, RAD4	ENSG00000154767
HGNC:12822	XPNPEP1	X-prolyl aminopeptidase 1	XPNPEP, XPNPEPL1, XPNPEPL		ENSG00000108039
HGNC:12823	XPNPEP2	X-prolyl aminopeptidase 2			ENSG00000122121
HGNC:28052	XPNPEP3	X-prolyl aminopeptidase 3		APP3, NPHPL1, ICP55	ENSG00000196236
HGNC:12825	XPO1	exportin 1		CRM1, emb	ENSG00000082898
HGNC:17796	XPO4	exportin 4		FLJ13046, KIAA1721	ENSG00000132953
HGNC:17675	XPO5	exportin 5		KIAA1291	ENSG00000124571
HGNC:19733	XPO6	exportin 6	RANBP20	KIAA0370, FLJ22519	ENSG00000169180
HGNC:14108	XPO7	exportin 7	RANBP16	KIAA0745	ENSG00000130227
HGNC:12826	XPOT	exportin for tRNA		XPO3	ENSG00000184575
HGNC:12827	XPR1	xenotropic and polytropic retrovirus receptor 1		SYG1, X3, SLC53A1	ENSG00000143324
HGNC:12828	XRCC1	X-ray repair cross complementing 1	RCC		ENSG00000073050
HGNC:12829	XRCC2	X-ray repair cross complementing 2		FANCU	ENSG00000196584
HGNC:12830	XRCC3	X-ray repair cross complementing 3			ENSG00000126215
HGNC:12831	XRCC4	X-ray repair cross complementing 4			ENSG00000152422
HGNC:12833	XRCC5	X-ray repair cross complementing 5		KU80, KARP-1, Ku86, KUB2	ENSG00000079246
HGNC:4055	XRCC6	X-ray repair cross complementing 6	G22P1	D22S731, D22S671, KU70, ML8	ENSG00000196419
HGNC:30654	XRN1	5'-3' exoribonuclease 1		SEP1	ENSG00000114127
HGNC:12836	XRN2	5'-3' exoribonuclease 2			ENSG00000088930
HGNC:18868	XRRA1	X-ray radiation resistance associated 1		FLJ00225	ENSG00000166435
HGNC:26639	XXYLT1	xyloside xylosyltransferase 1	C3orf21	FLJ35155	ENSG00000173950
HGNC:12839	XYLB	xylulokinase		FLJ10343, FLJ12539	ENSG00000093217
HGNC:15516	XYLT1	xylosyltransferase 1		XT-I, PXYLT1	ENSG00000103489
HGNC:15517	XYLT2	xylosyltransferase 2		XT-II, PXYLT2	ENSG00000015532
HGNC:24857	YAE1	YAE1, ABCE1 maturation factor	C7orf36, YAE1D1	GK003	ENSG00000241127
HGNC:17363	YAF2	YY1 associated factor 2			ENSG00000015153
HGNC:16262	YAP1	Yes associated protein 1		YAP65	ENSG00000137693
HGNC:12840	YARS	tyrosyl-tRNA synthetase		YTS, YRS, tyrRS	ENSG00000134684
HGNC:24249	YARS2	tyrosyl-tRNA synthetase 2		FLJ13995, CGI-04, mt-TyrRS	ENSG00000139131
HGNC:1299	YBEY	ybeY metalloendoribonuclease	C21orf57		ENSG00000182362
HGNC:8014	YBX1	Y-box binding protein 1	NSEP1	YB-1, YB1, DBPB, NSEP-1, MDR-NF1, BP-8, CSDB, CSDA2	ENSG00000065978
HGNC:17948	YBX2	Y-box binding protein 2		MSY2, CSDA3, Contrin	ENSG00000006047
HGNC:2428	YBX3	Y-box binding protein 3	CSDA	dbpA, ZONAB, CSDA1	ENSG00000060138
HGNC:27158	YDJC	YdjC chitooligosaccharide deacetylase homolog			ENSG00000161179
HGNC:25489	YEATS2	YEATS domain containing 2		FLJ10201, FLJ12841, FLJ13308, KIAA1197	ENSG00000163872
